Video_ID,Views,Likes,Dislikes
RpiJGd8EL8M,1031662,11694,337
RovCboPuHUU,502,12,13
RoTGW8QMuPA,38003,176,34
RlfooqeZcdY,5228568,47208,1594
RkRl8fwkaqw,210844,1434,98
RkOMAQAcBKE,763227,12568,889
Rk0dfTAH7ME,408815,5409,84
RjIADhpkpiU,25629,206,94
RigjHqRvfH0,1080720,12481,539
RibAQHeDia8,1577015,16525,2451
RiQ3GI0bnaM,120707,1934,330
RfCvBjYZ0jU,36348,448,66
RexcOKt3k9k,961688,15003,644
Rdj_fEEH5oU,69640,799,225
Rc6ujjy_R2Y,12990,395,49
Rc3BOv8I6Uo,30902,347,85
Ra8yAg6T3-s,52071,239,40
R_SgtQBpMh0,176794,2418,1133
RZ_MzKbZyU4,247818,7339,71
RYsCidqZrdY,59797,2621,102
RYT1RGBZcSk,157355,3574,94
RXVjrWHZkqk,186327,3557,83
RW9G-edFuBI,231300,3682,200
RUvPTbxQ2kA,137200,680,70
RUM_evdCl4I,216907,1184,11
RTInYL4umtA,112201,1343,43
RS3aHkkfuEI,4187115,43799,1365
ROQrbWkV4HI,882077,17661,238
RO-SL_1bp00,66393,684,91
RNWAKZzgbp4,2062878,8801,286
RNDiz1TVdbo,749678,20034,214
RNA4E3AuGIk,878382,9383,24343
RKTU4Hvn81g,207943,6948,134
RK0zCsxBG3U,1821965,22045,521
RJOoYhQcQBI,1682008,6558,321
RIEOA_9DcRM,8327,31,58
RI9WluSrMcE,37860,811,87
RD12e-9OoF8,81113,2881,106
RBdx2yjfSes,81516,1102,1965
RAfRcVJ6-Fg,140546,2477,39
RAOgHDw98ks,111882,4071,47
RA76b5Hhvxg,258981,847,27
R7b-csST3qI,34465,435,7
R5WtvRC0qjI,195768,3894,778
R4pckD4HyY0,74325,631,1142
R4aWtni2Od4,19645,405,46
R49qlR5TTEs,141608,1217,212
R32qWdOWrTo,922117,4275,71
R2DU85qLfJQ,1069992,11771,254
R1ZXOOLMJ8s,22272235,380259,5800
R-OcMPjhTuY,187704,2368,25
QzQ2VsQjWV0,52868,810,48
Qz7lmMPjL6c,145648,7760,81
QyVAoFxtLPk,69134,920,22
QySPWYdyJ8o,90293,859,192
QxIXxrUQKYw,605422,2757,168
QvmDdm9tSE0,16748,293,44
Qv-cXMkX3hI,52003,550,105
Quo-Oen1wkY,3273316,18421,1960
QtvpPu7bRtE,102876,1135,184
QtKT3q7xB4M,116736,436,48
Qpdb9zo_1t8,2491673,18728,403
QpTJt3JV3YA,52165,681,55
Qk5RKJhvIOU,37468,733,57
Qj2qkfq5dYc,290998,11660,119
Qiz138vWsEc,702173,33147,162
QiuMuWJu02k,126688,1571,113
QgZM1GqG19M,51877,1851,45
Qg67XjD28UQ,437124,1452,20
Qfu7pEAtvHw,81383,1362,60
Qe9B8kzlFjM,4919837,92194,1632
QdlKervJ0-Y,433657,13704,417
QdG2mrnodcw,153547,1467,46
QclTi3xNS-s,365869,5013,128
QcaUwq-LQXk,608586,10267,174
QbXzxhEz6tI,197003,244,48
QaZasuZFGXY,1593,51,1
QYGxiluqNEY,220283,11932,57
QYBdOUD5jIA,2815817,70617,767
QX_cosIMVuM,99600,2346,59
QUmPdKOznfA,28188,615,160
QUiO8MDzxQY,90956,3443,72
QTIkUzkbzQk,4504571,60800,1057
QOlnuN2PXbg,108549,732,31
QNwhAdrdwp0,8929495,109051,2555
QNrk53FZcxY,180900,1314,53
QNNcl2mEHzQ,2896655,22607,1390
QMyemg_OZJ0,2613,17,1
QMYl_AMS6pY,7504,84,15
QLml1nzsI2A,770385,22083,184
QJzsuxz8v3s,331083,4656,105
QJh-gs8p44g,126973,703,61
QJJg-q14Ogg,73736,998,226
QIQbkTMqtW0,87891,825,32
QIF6L5434Xc,2814,19,2
QGA1YFGQvWY,215350,1570,281
QFb3lNBV8Qs,440477,14968,477
QDUlgVlYuSY,1429,64,24
QCSPda7xQ3s,5100450,33543,782
Q9HXKeACYO0,256816,616,49
Q4VQzIJold0,89811,923,28
Q3UR5uMYkws,6108,124,65
Q3EASLgzOcM,2633961,53320,1927
Q1fWPr7SG-Q,33973,449,11
Q166PYuQdc4,107993,486,224
Q01vpy6MCEg,346307,6918,156
Q00bB9o7Eok,1448741,54020,1057
Q-G1BME8FKw,5845491,44983,1387
PzdXD-OyS_M,55765,613,235
Pz0uJl-FzJc,256168,16488,396
Pws-LN_-riM,10111858,316342,27952
PvLDH-3bURk,28509,786,51
Pv5CIN6ix4M,884499,57909,674
PudgrItGG7U,74157,821,66
PuXDogMYzMs,11553,131,57
PuCwFA8W5zw,53173,813,59
Pu5FAWnFRI0,502003,7384,265
PtJ6yAGjsIs,10136313,121416,1362
PsDVVH7ZhdU,148922,1228,11
PrKeKMO29X0,1613653,39497,583
Pr3wNUTqqfI,51959,334,22
PqSf_al90Z0,53485,2507,173
PqRhhATb_yM,6899,81,5
Po5sKv4E2ko,3541562,27011,845
Pnmc45ERdcg,20040,233,11
PnWnIxPC1q0,95487,3806,63
PmujiETx0Ko,249476,2537,69
PmUsISqqN3I,67635,3139,48
PlH1Dc7V7hc,63103,203,7
Pl4Lm9uDhk4,234645,1121,23
Pks_6st8bg8,628560,7998,521
PjBJZPJtD3w,2318171,99221,1500
PieAEBPnkIE,846193,393,157
PhLSDnxLp-M,3684540,99013,2186
PgujxWD-Y4M,25879,246,39
PfA2DRoKZxw,29349,369,21
PdgrEGFu44E,134524,2029,168
PdSNfcNai4M,29198,443,106
PbpJr6TWsCA,20176,456,110
PblalSQSksU,117345,1279,101
PbbjVrJan5w,96980,3102,26
PbWc46OejsQ,34059,443,253
P_J-0gLs1X8,349111,19191,217
PZQZaVk4pJk,99836,857,16
PYtK7BEfsro,95470,1662,59
PYGwybsByKI,72954,181,25
PY93bio9XPA,69322,1230,79
PWCbDdAEoE8,29835,103,38
PS4gsWDSn68,859204,11374,254
PRRoAZcwQMY,432515,5845,395
PQUXBjZmgDY,88649,1999,72
PQC5U-aPO6I,125202,2336,54
POf4OK-KoVY,26244,685,21
POX1_p-ejts,724,3,3
PMoOMT2PRhk,710921,31050,179
PMiZqigHEKk,109350,1600,139
PLQURfozB-8,145630,1713,74
PIBSRLmJKd8,87234,1967,49
PHow1B32WZw,282543,2117,4198
PHlJQCyqiaI,1630654,30310,337
PHXxKZkeFmc,255982,6466,45
PG1gU7fjBUk,1582066,35489,384
PFr3gT4sOpI,566815,9160,407
PEmmYuHCy-I,19686,24,7
PE9qcIst6Hw,44547,421,42
PDxISykYRc4,745331,4800,125
PDde-yts33I,301589,9172,291
PDWEEADbo2w,4249015,214145,1732
PDUh7geek4w,989693,179,16
P9vXNloQfTM,5379579,93641,1539
P9rEPJ65UIw,2069992,39498,1630
P9F_xHdfvWo,569718,57,9
P8yNjqrf0G4,33908,884,61
P7ohxUUd5XQ,925596,3164,190
P7N5Tv282Ys,136977,2943,30
P6ZxASdQkVU,208535,2668,94
P3tYcTADfmE,110303,2782,58
P2sYRVhO9VA,388941,6841,215
P2gI1Cp3na4,1012430,8761,242
P0SDm32mXyo,369756,12448,168
OzvFPhiwFrE,747863,34332,195
OynMY2JC200,120693,1762,80
OyieVY5oV9k,32822,483,131
Ov-hKeGucyc,132634,945,68
OulXMB4W5B0,1423747,28440,253
OteHE_IuZ-k,645977,4954,71
Ot6NEtlwkRI,42117,903,18
OoogjYCh28Q,204404,699,317
Oo0OWLqCaF8,33637,250,85
OmV_j1yEvCY,143759,979,41
OlnhMlQE7Bo,708700,29027,170
OlPRZ8zpFIs,3527,22,2
OkzZb4UaTFg,127562,2695,95
OkbfvPeH3G0,1584683,6532,223
OjxjnbABcZQ,1410,52,90
OjljgkCQv5c,4084849,94503,2736
OjdD6coa4Rs,52251,374,31
OjFLxAB4vpA,561521,3964,250
OhjOlL2SSNg,249372,11708,102
OhNR-VB5myo,246,4,0
Oh3dVuDoJeI,62807,568,35
OfbA9a_CUxU,160346,1456,78
OeyxR8WJiaI,580476,30097,1152
OclHuGFFgRI,63119,823,1417
OcQLWJPE1lQ,80627,1033,92
Obv_0VpimPc,96304,1172,50
OaRBPXLgKyg,2137970,22982,470
OaIc9KHioas,50909,431,49
O_vyu06IHg4,29227,693,70
OZwVF2OT5wE,27730,521,56
OYxRP_lvMBE,510598,10613,255
OXfgvcJ5T8E,1171417,8674,247
OX_uq4ZhUZg,377843,14374,194
OWk9Rjz06jU,1321119,25386,565
OVGMhze-OVI,1377428,72439,303
OVBjPpUlQrE,7678961,58790,2716
OV9Ma4F_xyA,357089,7869,328
OV94PfAQsc0,136707,5038,376
OTosCy89z7A,178951,1228,138
OTgCUAPvjps,57485,834,16
OSnys1IDNHU,76568,610,11
OSaZc7cKc9Q,147409,3071,107
OQeHsq_qxp0,39014,1123,36
OQ9iGr8TEmw,12029,178,66
OPCJrB5LQAo,83571,837,142
OP5UiXEbgJk,242149,2270,1146
OMW_dPtm7Bo,3949694,58666,817
OMM-WGEyp7A,34528,551,31
OLjaRjaGjRc,837197,6752,158
OKhpskClOPo,71696,1242,27
OIB8D4JLEhw,354726,3009,95
OHph3oMMr7M,28478,766,116
OHa0TUUzxSU,87977,391,44
OGzVYyV_Jsg,5111098,49543,1146
OFAyhgY92P4,26757,260,46
OFAwDO6b5KI,4462385,28017,1338
OEY3Q43aE_c,503299,12269,115
OBoI4Vel24A,88674,781,15
OBkgrYOyVYA,351290,11542,104
OB_Tq_vNb6E,75334,1156,186
O9zLvSRbV_E,92091,1968,53
O92pekaban8,4866619,155374,6070
O8beQPnPhtU,207164,3325,178
O5QFDe7rFfk,20699,401,574
O5AKTdP63gs,82558,1524,31
O5-LEJ6J1Ug,35064,762,23
O2uuOa701LI,304530,4420,579
O2brGsNwbZY,116607,2654,48
O1nIAhRMQMI,536032,11015,917
O18EdP3ziQw,87737,1561,66
O0ddFLsMGFw,130647,547,31
O-nDSZRuZHc,115818,1442,83
O-LtbHykms0,724631,13117,1856
NxQQO_NlFL0,119435,729,241
NvwMflZqXxY,21020,256,10
NvaYifNZv9I,14112,269,14
NvZVq23wAUw,1495650,26995,308
Nutd-ofrzZQ,127562,1458,2054
NurMqWtRSpY,114521,609,60
NueLjUNB-GM,820755,1557,780
Nu4GgQ1LWiI,760089,5362,208
Ntvp1azbhzM,43025,370,12
Nru8zovo_hk,68145,1478,158
NpmSDlNHQew,52800,404,133
NnjJmpzW5Aw,140614,2516,297
Nmex12zfesg,57748,776,60
NmNninJ5o8w,10313,116,254
NmGk140utHU,17584,235,102
NivevPVqDS0,236287,5461,108
NiXbK7kiVgA,243072,5621,55
NguKeqCDxhQ,18816,546,51
NfpXeLVzJIw,5570688,96307,15761
Nc6loZU3kjQ,4351340,67696,2038
NacdU20UM1o,372874,11212,242
NZxVghfY6dk,1763469,10829,7474
NZGLHdcw2RM,453970,13124,456
NYCLXB5JNv8,400084,3385,271
NW_QF7SIJ_s,78245,198,17
NWYzHdytwhY,103130,3002,350
NVoyXgm-ock,19148,58,2
NUw3khVTVLo,80625,1272,40
NUZTYLcrnCI,13651,111,83
NUXrieKA8r4,52048,846,669
NUL0nQFZEpo,554180,6191,3794
NTzycsqxYJ0,3464999,15388,316
NTwXUsfE3HQ,226221,3393,79
NSn1QnS__Yg,3493640,111249,948
NRP-4f_vyrY,1822969,5080,538
NRMazof6RMc,121514,6077,66
NQhe1TDn7VI,2312883,77150,751
NOISdxivXTc,349443,532,100
NOELmQIXnXg,638319,14999,131
NLh9aXmZk04,3184426,90746,1127
NKs4tKl4SgM,2875,11,3
NK33GjwzNRI,393044,2818,203
NJpi1MDPSVU,254094,3423,77
NIidTpFVfT4,70006,492,51
NIL0u2RUR9M,42094,161,9
NHqT88vu6Mc,1048583,1465,369
NHlkP0E62MU,118333,800,40
NHh24Y9LrY0,540231,2254,52
NHdMCZkIvdw,74790,1166,25
NHEqGu_j-IE,27809,368,45
NGsHGsulNi8,9985,183,15
NFNWNBWadrw,88033,1393,146
ND-0_eSsSrA,180009,1108,47
NBDQFRJCuxA,50476,235,48
NALUOGcSfp4,162745,1436,50
NALCt_Fuceg,168734,5778,64
N9y61eSRPM8,5652852,23331,1925
N9u10zkKzIg,146178,1898,91
N8PxYoEndjQ,17331,438,31
N8JniegRE6o,34134,541,10
N6S3u1GM5IE,144218,2325,136
N5XCnq-SOOo,110151,3883,55
N5BKctcZxrM,3958178,32222,929
N56rGkoQ9-o,1542764,47708,464
N06IFA2Gv8A,1841,83,13
MzS7msRMNck,255752,1021,75
MzQKy9rVNgA,41451,590,16
MunlAm7IGsE,907711,2728,31298
Mu4naXsKsys,54305,883,79
MtW-WNfM3r8,3372169,54188,2834
MrgAqEmbbMY,146445,2472,70
Mr5X0nS5kDU,26783,413,26
Mqrhn8khGLM,585685,16320,613
Mpw697MIamw,106011,2388,117
Mo9ZuZ2joGU,564513,2743,413
Mnj-MXs1yVU,2386208,15347,672
MjVzSnkmF2Q,353652,1357,118
Mij9HfKVTbY,58471,1002,54
MhrWhw08RBE,40480,1105,35
Me0eoCwLj-A,6192820,220026,3629
MdA3XcMe0cI,1842,108,18
McZItdQaCJA,282438,5083,118
MbRamkuMUHI,188532,3410,39
M_ubH90kigo,250332,729,85
MYzFieit8dI,898517,2723,205
MWiy13jFIq0,2251,81,28
MUY3GVByRUs,1872457,18135,853
MTY0A8tmPO0,3994948,140697,804
MTH0Hki6hRE,738746,7368,300
MP-IfMYhSX0,575066,12427,412
MNy0MG_iy0Y,544884,15091,193
MMXI7tjmvjs,324093,2665,77
MMJDf8IZ8qU,1257020,7943,287
MLm9nCWnr5Q,69807,222,20
MJGkm0UwNRk,2610508,31421,562
MHuhm_7x72w,178321,7348,68
MH5H4FTfVGc,64238,1272,89
MH0vgNhLSOg,640951,15916,196
MGcUiQrwg_I,11033,194,63
MGKChiBRyKs,379805,11212,128
MFWBXDIW5Iw,137042,1567,71
MENmntfc9aQ,98765,2194,53
MD0eIy4zzXk,201371,1257,24
MCyjmEfdikI,50986,1045,54
MBBKXxTMjTg,41771,591,299
MASPbl210_c,1164904,50675,340
M9vp9lhZiqU,4848390,170960,3401
M9E7oaqZZOE,346071,3436,199
M8PsZki6NGU,2883293,37086,741
M73-LmrGPBI,172264,290,70
M6T5Pv_MSi0,3924,20,2
M5lmzJ9g2BA,1029599,2526,432
M52DYzWrNZI,37042,603,298
M4jn3kdvWrk,42630,893,10
M4HJlp_xYmA,88625,134,15
M3QFz4VKOlE,259385,1308,45
M2uvEhV8pic,16574,72,3
M29zcdSGb54,39836,1210,168
M1xDzgob1JI,651679,4106,194
M1kuAdVKvuE,2796190,44832,1378
Lz8CZ8jb7YY,66132,418,199
LygJkFTfo50,84802,3678,219
LxnpqobGSzg,190336,1015,1775
LwZH0lg0XUM,45452,286,16
Lu2FirHM-3I,76727,1324,78
LtySi7yxBFU,455106,14756,182
Lsj-xRafmgQ,12889,319,67
Lrs9RQ2mb-8,246920,10063,70
Lrp7BRCYLx0,82504,2031,1359
Lrm2pD0qofM,300934,11055,92
Lqkpofxifvo,86506,1131,90
LnMon2cI4Yw,151197,1158,159
Lm_i8MAgiwk,62988,2790,404
Ll-GzXpBx-s,412429,6184,126
Lk8Thfbfpxg,65677,1968,22
Lj7qUFuqFuw,69423,2015,41
LhpA-_8cWv8,792492,14701,451
LhklHFwmBYw,1355661,8928,548
LgaDINnRa4A,44658,664,673
Lcyfa7SXQb0,181534,1133,55
LcZFUM_atGg,3521597,76865,2566
LaTsmHnk-MU,111732,2890,49
LZWmRUxOj9g,246783,6500,135
LYmvqe6xo4c,71522,203,195
LYG6Frj1EFk,31522,279,60
LWWcSiP9DX0,65808,2558,165
LWQ0NITMac4,144442,2168,511
LTToG1HioRU,617255,27035,413
LS9jlm9kxbI,24611,951,51
LR3G1lWbnUU,1418971,7747,309
LR0rvG2a2-o,77469,243,11
LPUP2DQAwBU,30891,1001,66
LNQWQOZINzE,319399,6276,91
LMT9o-hK6Tk,42170,463,853
LMK4Pf2RTvY,105263,734,85
LLVazo8J9uE,157184,3731,576
LKnQVCCX8vU,3676228,49555,744
LIdFa1qLgNQ,1592603,14440,225
LIU4xb61PHc,8028683,262400,2608
LH6v9_M4Vbc,1802470,55719,624
LG7TNJ1sgoE,151233,584,75
LFO0p49M_uY,900457,73951,307
LD9tdOQzowo,41809,656,8
LCfBYE97rFk,242060,8477,70
L8ZhoYCH-0M,41901,292,10
L82Gx5wrPVs,327154,6952,125
L76SvHvaSug,339514,12553,179
L6yL7TxUJm0,28610,763,53
L6cDDmk-O5A,6025518,68786,2210
L6P3nI6VnlY,11814783,215604,7342
L648zyfHHxI,141373,4263,127
L5_BhggEpzw,855647,9416,655
L50zp0Qu8yI,166559,1608,81
L4PD1yq-BNM,34536,544,41
L4CZM2HdVJc,370800,6569,134
L3sJIEHF1wc,37340,546,65
L1yiJxyWNT4,42335,1485,63
L1hhOfK5cVE,1307862,38050,258
L-rD20b0FSk,616121,21673,704
Ky4oI2d2g5s,76900,761,56
KxywNVLAf5o,2187696,14034,600
KxLb3aLb5j4,2277526,27524,917
KuByY3fzjQA,233126,2268,127
KraEqhl6HLI,228368,703,15
Kqz9Ct1EhcE,308191,18055,327
Kp2bSPv-1sY,100439,896,25
KnmD83viXIg,312963,10776,47
KmrU6gMc1Lc,1936884,22100,658
KmlMtxAOOO8,20544,634,46
KkSyhrDkJ2k,34676,1129,11
KjYR_uLn4Gg,52053,600,92
KjJjQMDGDng,214925,4355,22
Khr7dbuBjuE,1846097,9064,233
Khe6SJGPwG8,298584,6949,89
Ke-ilnaA-j0,15723,73,4
KdFTTtSFo0A,186805,3400,58
Kd-66ZmaeC4,11868,91,7
Kc4dbxQ-mEM,448384,3574,252
Kber63T-G4E,126301,4051,144
Kbb8zPQBmOw,1628154,52716,361
K_Ev_Es7onw,463094,1358,320
KWJpQxGPvHA,58180,1251,31
KT5Q0KYqiW0,365367,3153,1371
KRQb74Cr9N0,5647647,162775,2247
KRAZAzc1m1U,329511,4146,263
KQlpjJ-hA0Q,290955,1980,60
KQPxD-GbF2c,997305,30982,515
KQDm5Pa_PZo,25507,1455,128
KPppxWCnlMM,139167,614,91
KPVJgnCEqT0,94689,3266,250
KNLECaOgMcc,23959,365,218
KMkf6Jjg7e4,32297,365,52
KKrUCZ4h9cw,2577673,87214,1297
KKMajKMQ5RM,92890,3194,76
KJCL9LR6rJI,38102,471,11
KIS9OuSV2Uo,59634,423,5
KGJYFreva_I,74222,1781,34
KG2DgNBvCs0,4093,113,22
KFSHMOM236Q,164740,13811,47
KFHFUrs2bng,56479,1535,119
KEaMvuWabHw,233369,5937,140
KEFogyOUJqA,64196,1178,50
KDuvnfPqu2k,6287,55,4
KCPEHsAViiQ,621616,20710,177
KBNSlo4c6AA,27125,716,6
KAH6O08AG_E,9511,90,6
K6Gz3wyvTY4,375120,8889,205
K5p77RMUUzs,81185,976,15
K4vJI2MO2CE,57748,231,86
K4XBcsY8CGo,188825,1060,143
K4STcvndzbE,905843,4239,300
K4PihmWMaSI,498118,5058,100
K1qKYZyLoc8,71629,2820,72
K0rioL8HBDQ,39804,899,49
K-T8vtlV1S8,360193,4678,370
JzeP0DKSqdQ,1571443,23966,410
Jy0kYsjvf7Y,377136,2397,96
JxPNLlvU0_w,33143,353,35
JxLzDjZ5HFI,166075,3053,2489
Jtk-ZfjiwOE,177597,546,45
JtUMVYjUK6Q,254,21,5
JswPxrg2iJU,581706,4868,179
Jred0SxbnK8,274390,3857,35
JqKniwxDkVQ,672282,13978,150
JqCgV1ttSbg,1066617,34217,150
Jq73sIty43k,560874,7644,905
JpbWqiUy0YM,11122703,296226,3102
JpI9BaQD1oo,31505,819,31
Jocf2MiTCqA,1420686,16031,1797
JoZ09nJNN28,305070,7042,161
JnkO1wgPmOk,84423,2109,62
JkaxUblCGz0,2816573,37846,753
Jg53K9bKurM,17896,257,60
JffY6GIi2kI,2830654,44602,745
Jf6bpB9czoQ,58774,457,2322
JeqT2NvTFSw,637518,1341,177
JaqfHAt6HWI,126720,4662,4360
JaWVkjaAz-Y,68069,1369,34
J_l3xCKBLzI,155340,4878,119
J_a4UDOw9Rc,2359397,103655,627
JY0DGLrd9GY,3265496,12115,430
JXms7GM6qaY,899120,21277,139
JWtnJjn6ng0,7804163,31454,900
JW79j81iLDI,337288,5412,1946
JVmY8k2i4Ak,33505,621,60
JVkjpZ1r6DQ,21925,253,18
JUz23OrMKIU,157480,1835,30
JUmZ3NfiHDI,8325585,339015,3281
JTW79dQFi2M,44741,676,97
JT1ZXsZteiU,1410443,974,22
JSs55ob8Rtg,50378,540,19
JPaGrUVXwWs,3022,91,2
JOcmMn87Njs,50870,752,53
JLN_ip3SBlg,193363,661,167
JLLEPU2er9E,88053,1247,20
JIi8sV2uHko,669408,9231,354
JIO_BFCf8fU,757409,4580,233
JIDYj7G5yJM,5348,86,7
JHXXqnICPkc,76225,1416,260
JESt8aRiszg,1467844,74538,488
JD42ICB08Vw,50559,656,64
J9aoNAvjYZw,73040,839,104
J8h16g1cVak,898239,6223,513
J8FYAWb8VPI,26835,671,124
J68_roxw8fg,407704,10816,121
J4eHcqKh-X8,410106,9006,811
J3O0FUFmSe0,134107,1182,72
J3N8YT_01ng,354496,5224,87
J2t_PnPjcHs,42941,664,1404
J2f8sPPd--E,778905,22684,459
J1orjA9Z8g4,980205,3929,223
J1aqmFwNAeE,446220,9683,670
J1JdWOqc9Q8,3603489,22851,1100
J0KoHvWbn0s,5066,62,7
J0HdwZJfgvw,65562,988,15
Iz46th3HSMU,571244,3590,505
IxrUIiJ4rGg,352094,945,147
IxgBqm1feQY,158708,980,33
IxeG4Ygk3E4,57623,1231,104
IxI1iOi0t-c,2114334,30601,1054
IrBELaparx8,84981,690,59
IqhXDb69wl4,562516,18848,280
Io9Vzj3yhaI,212281,7403,361
Io3uQ6Q4NlU,251565,3873,67
IfuD34GO9pc,214923,1317,27
IeIT_xibmV8,21042,272,34
IcYyU4OAWJ0,52753,550,29
Ia9OHKN6BFA,186085,846,37
I_yn8U7MDgA,118,2,1
I_-2p1IVZo0,53726,731,43
IZTLaE2QYss,12698,474,68
IXd0Wa9mBgw,12448,135,22
IX_Db9aTDUU,86635,2593,75
IX9dd14GyKg,168641,459,27
IWOIE2N8qvU,28560,798,233
IW3T7GEHs_8,1349255,38489,657
IVkAFIp8iVM,5932,23,2
IVPFZvf9EYc,127217,349,50
ITzuPxDK8hc,36501,381,95
ITOL1cLUGn4,144700,2391,363
IOsU1RoI6CM,844975,11237,476
IORV_iKk1Ls,2256975,21537,932
IONRs2GJLVA,2427,63,5
INJ2bPFy108,2399130,15812,691
IMlkSMbYiAw,2239742,28272,935
IMcZ7_MeAjA,47500,831,7
IMQbqK5UtPg,11290,118,26
IMC7H23-sMs,1847082,19391,251
ILzvM6KX-6s,58188,282,38
IKMhSRlsoeE,77741,1210,116
IKA8H_LolNM,950708,8043,184
IJXsgjKe9no,132263,2820,98
IGYAPmOeoo4,8972,63,1
IET4K5npNOg,347929,4348,146
IChKV4hVQ4Q,26976,507,23
IC6zrIAR8qo,234865,5295,96
IC0zgfJAVhA,37006,638,36
IC0RzJLOogs,27788,370,28
IBkibh89tmA,33283,439,55
IBLK5FAAp1Q,374711,4119,173
IAPLDP9ZFNI,443131,2456,214
IA6zm_kt5iM,880076,20603,578
I9Exfgeu3aU,76398,3437,44
I8uf9HowrqY,162304,1553,30
I8tLJMeZgSg,52927,148,10
I8ruD045ybs,285978,5215,41
I7vOQ3M_FJY,244591,4964,76
I64fEasK3qE,79677,1391,47
I5X3vC-XsU0,1687116,14127,1108
I3jKWyUR0v0,39699,712,101
I3JURye4y9Q,23279,195,12
I3EVwJSqd64,4764953,32166,1429
HyOCCCbxwMQ,5247390,120621,4499
HwQoMHepwhw,357175,6142,226
HsN0Ze9Vwso,153124,316,15
HrELGOlaTSA,580318,1060,940
HqDD8XsYeDY,168109,7026,68
HpMx3e83cq4,118672,668,102
Hp04bzD5bJI,582839,11422,154
Hp-zR2meAIM,391512,8524,142
HnvSLMbctL4,1551331,85149,345
HnXyTwZl4pM,350217,4122,328
HnG4ag3Nkes,1431586,23007,772
HmU7ylnmn_M,676393,9824,136
HmDxxoFslzs,1032120,25134,1135
Hld-7oBn3Rk,13291711,372254,7865
HlHg8aUCmtw,1347243,19905,628
HkyPAudgrec,173285,1045,73
Hke4hsDF6X0,95567,891,187
HkRUMLf3v7U,43373,630,33
Hjqrr7nss3s,2532308,24833,200
Hj0r9vi7dmU,1986629,58078,659
HhY1M5ZoAao,45495,518,30
Hfp4AvsZd3g,32245,485,11
HfSisHrUTLM,2788836,21500,512
Hectrz2f5qg,372964,11581,129
Hd5WdxGRNG8,2398668,3223,287
HbWL3VzoMF4,62167,1543,60
HbQUdakYUR8,30396,133,7
H_kOsnGzfYY,433200,7446,107
H_I6TV_z-og,55374,473,374
HZJYt5CstKk,1112167,54440,196
HXXQTCvOZgs,286331,9147,154
HVlENdz0U0o,235732,590,23
HUk6GmqfqnY,926908,7933,170
HUHMZf3qwsQ,1059706,6003,371
HRvLAmqTcmY,38037,1104,19
HRvGlB1-Ku8,79285,1536,29
HQfbj2jBTNI,577014,43403,315
HPzmR8MLYB4,1038300,14791,4189
HNOGQSkDDqo,158792,3109,113
HMvMgsUOmXk,223296,2727,53
HMs3CPB6ukg,224066,1669,1199
HMH4VFY6cFk,172295,2173,131
HJDphQlhnaw,166066,291,102
HIpNhyaty5Y,98969,1601,122
HHaEsRlCWAw,24644,143,33
HGzt9hk6whE,148063,2784,60
HGk3YXXfm_I,175361,2607,63
HC765gMqmew,864133,24363,319
HBrnA3PFLJc,1277116,36728,339
HA16mcJylmI,373379,4945,189
H9cHyf0MBf0,26702,558,21
H72s6Nx-FGc,50896,1567,34
H2INarc1-Vg,546672,27534,288
H1B2ZRjfr8s,962671,44471,499
H-RMP0MUZ4E,31010,324,74
H-07PFgI418,90850,2082,134
H--DnsJ62Mw,394996,4632,92
Gy0e2R6aF4E,162251,2296,177
GxpwiwOdMHk,1330920,9127,1269
GxN1yPguSd8,92649,3125,27
GvlFJmh6ktU,692594,1758,104
GvQs89U_tV0,598328,2663,304
GuMpEW8pKf4,59670,618,43
Gtd3OBkGg64,639324,6479,125
GsfF5DmD-Kc,36526,361,40
GsWj7Q5iPus,102676,1811,515
Gp_MsziYf4s,752864,14386,381
GpIAEDI6VUs,5700607,173296,2003
GoXd_sESBBI,1179615,15778,510
GoEB4w5mADw,230522,7985,64
GnXjTdAtIxE,27149,596,34
GjnN1TpOIeU,98664,1692,52
GjZdA70yEzw,17724,212,16
Gi9VZNMy450,55936,1394,75
Gi6wDhqg9_w,256660,2146,79
Gh0nIWg7EvI,241191,3586,33
GgTSEE5PGBs,57169,829,70
GfO-3Oir-qM,1580881,23738,484
GdJCN7f9ttM,287721,1588,125
Gd9-PcOPjgk,203968,1816,351
GcOFAZd7aEs,81838,1088,36
GZkxZJXjKuI,77576,1060,57
GZg9tVs0a-U,36139,668,40
GZMrivD2Aok,1492919,11949,2342
GYEPBLLmQTE,28288,450,13
GXyXqTAYhJk,424879,12289,70
GXf9gNmgMSY,281945,1562,46
GV3HUDMQ-F8,968036,6039,463
GTu64AQBdP4,31937,417,33
GREORahglL8,42620,1587,52
GPIXRyAogAU,555374,4467,63
GNvVfq0U9Yk,1743,36,8
GN_M3u7GWgo,137321,1201,64
GNYsmbV29bY,6284853,157952,1492
GL004M9lm-M,109559,894,13
GJPS5PXvqRs,300451,711,187
GHxlMSwLfXA,109346,892,20
GGkQH867Yqg,148221,3516,96
GG1Z1OcjTuM,39560,870,85
GFUMJcJ3310,52610,556,17
GFOmn1Cnkvo,100942,2416,24
GEye0HRBo3E,501864,8307,1056
GDvKwyN2dA4,268736,12003,84
GDUoAXuyGJU,825267,30251,353
